FinalRecordNumber,Time_Hour,Time_Minute,Time_Second,,,,,Latitude_DMM,Longitude_DMM,Altitude_Meters,Pressure_Pascal,Temperature_C,,,,,
250,14,0,12,9,-3,2,0,4010.28,8455.33,376.5,96889,6.43,0.82,10.7,0.62,513,413.97
251,14,0,15,9,-3,3,0,4010.28,8455.33,375.96,96893,6.43,0.82,10.7,0.74,514,413.97
252,14,0,16,9,-3,3,0,4010.28,8455.33,375.79,96894,6.43,0.82,10.7,0.66,513,413.97
253,14,0,19,9,-3,3,0,4010.28,8455.33,376.39,96889,6.42,0.86,10.66,0.66,513,413.9
254,14,0,20,9,-3,2,0,4010.28,8455.33,375.96,96890,6.39,0.86,10.7,0.66,512,412.21
255,14,0,23,9,-3,2,0,4010.28,8455.33,375.87,96882,6.37,0.86,10.74,0.62,505,405.18
256,14,0,26,9,-3,3,0,4010.28,8455.33,377.17,96888,6.39,0.86,10.7,0.58,509,409.57
257,14,0,28,9,-3,2,0,4010.28,8455.33,376.83,96885,6.46,0.82,10.66,0.7,511,411.33
258,14,0,30,9,-3,2,0,4010.28,8455.33,375.44,96889,6.41,0.86,10.66,0.66,512,412.21
259,14,0,32,9,-3,2,0,4010.28,8455.33,376.13,96894,6.46,0.86,10.7,0.62,512,412.21
260,14,0,35,9,-3,2,0,4010.28,8455.33,376.39,96890,6.46,0.86,10.7,0.66,513,413.9
261,14,0,36,9,-3,3,0,4010.28,8455.33,377.8,96893,6.42,0.9,10.66,0.66,512,413.9
262,14,0,39,9,-2,3,0,4010.28,8455.33,375.7,96892,6.39,0.86,10.7,0.7,512,413.9
263,14,0,42,9,-3,3,0,4010.28,8455.33,376.83,96884,6.33,0.86,10.7,0.62,513,413.9
264,14,0,44,9,-4,2,0,4010.28,8455.33,376.83,96884,6.28,0.86,10.66,0.7,512,413.9
265,14,0,46,9,-3,3,0,4010.28,8455.33,376.13,96891,6.31,0.9,10.7,0.66,512,412.21
266,14,0,48,9,-3,2,0,4010.28,8455.33,376.5,96884,6.35,0.86,10.66,0.66,512,412.21
267,14,0,50,9,-3,3,0,4010.28,8455.33,377.26,96884,6.33,0.86,10.7,0.62,512,412.21
268,14,0,52,9,-3,3,0,4010.28,8455.33,375.79,96888,6.4,0.86,10.7,0.62,512,412.21
269,14,0,55,9,-3,3,0,4010.28,8455.33,375.7,96889,6.41,0.86,10.59,0.58,512,412.21
270,14,0,56,9,-3,2,0,4010.28,8455.33,376.57,96882,6.44,0.86,10.7,0.62,512,412.21
271,14,0,59,9,-3,3,0,4010.28,8455.33,376.39,96885,6.49,0.86,10.66,0.62,512,412.21
272,14,1,2,9,-3,2,0,4010.28,8455.33,376.22,96888,6.47,0.86,10.66,0.7,512,413.9
273,14,1,4,9,-3,3,0,4010.28,8455.33,376.5,96891,6.48,0.82,10.74,0.58,512,412.21
274,14,1,6,9,-3,2,0,4010.28,8455.33,376.31,96892,6.46,0.9,10.7,0.66,512,412.21
275,14,1,8,9,-3,3,0,4010.28,8455.33,376.39,96890,6.49,0.86,10.7,0.7,508,408.69
276,14,1,10,9,-3,3,0,4010.28,8455.33,376.22,96880,6.5,0.82,10.7,0.66,510,410.45
277,14,1,12,9,-3,3,0,4010.28,8455.33,376.22,96889,6.48,0.86,10.66,0.66,510,411.33
278,14,1,15,9,-3,3,0,4010.28,8455.33,376.74,96893,6.46,0.9,10.7,0.62,511,412.21
279,14,1,16,9,-4,2,0,4010.28,8455.33,376.22,96892,6.39,0.86,10.74,0.58,511,412.21
280,14,1,19,9,-2,2,0,4010.28,8455.33,376.39,96887,6.34,0.86,10.7,0.58,511,411.33
281,14,1,20,9,-3,3,0,4010.28,8455.33,376.65,96882,6.37,0.86,10.74,0.58,511,411.33
282,14,1,24,9,-3,3,0,4010.28,8455.33,376.83,96880,6.31,0.9,10.63,0.62,511,412.21
283,14,1,26,9,-3,3,0,4010.28,8455.33,376.65,96888,6.33,0.9,10.7,0.54,511,412.21
284,14,1,28,9,-3,3,0,4010.28,8455.33,375.87,96891,6.35,0.86,10.74,0.62,511,411.33
285,14,1,30,9,-3,2,0,4010.28,8455.33,376.5,96894,6.37,0.86,10.66,0.58,503,404.3
286,14,1,32,9,-3,2,0,4010.28,8455.33,376.22,96894,6.33,0.9,10.7,0.62,507,407.82
287,14,1,35,9,-3,2,0,4010.28,8455.33,376.83,96884,6.31,0.9,10.7,0.62,509,410.45
288,14,1,36,9,-3,2,0,4010.28,8455.33,377,96889,6.33,0.82,10.66,0.66,510,410.45
289,14,1,39,9,-3,2,0,4010.28,8455.33,376.22,96881,6.39,0.86,10.7,0.62,510,410.45
290,14,1,40,9,-3,2,0,4010.28,8455.33,376.31,96896,6.42,0.86,10.7,0.58,510,410.45
291,14,1,44,9,-3,2,0,4010.28,8455.33,376.74,96887,6.4,0.78,10.51,0.62,510,411.33
292,14,1,46,9,-3,3,0,4010.28,8455.33,376.39,96888,6.35,0.86,10.7,0.62,510,411.33
293,14,1,48,9,-3,3,0,4010.28,8455.33,376.39,96888,6.3,0.86,10.7,0.66,510,410.45
294,14,1,50,9,-3,2,0,4010.28,8455.33,376.31,96886,6.31,0.86,10.7,0.58,510,410.45
295,14,1,52,9,-3,3,0,4010.28,8455.33,376.22,96886,6.33,0.86,10.66,0.62,510,410.45
296,14,1,55,9,-3,2,0,4010.28,8455.33,376.22,96891,6.39,0.86,10.7,0.62,510,411.33
297,14,1,56,9,-3,3,0,4010.28,8455.33,375.44,96893,6.46,0.82,10.7,0.58,510,410.45
298,14,1,59,9,-3,3,0,4010.28,8455.33,376.22,96894,6.43,0.86,10.7,0.66,510,410.45
299,14,2,4,8,-3,2,0,4010.28,8455.33,376.22,96885,6.28,0.86,10.7,0.62,510,411.33
300,14,2,6,9,-3,3,0,4010.28,8455.33,376.74,96891,6.3,0.82,10.7,0.66,510,410.45
301,14,2,8,9,-3,2,0,4010.28,8455.33,376.91,96886,6.22,0.86,10.7,0.58,510,410.45
302,14,2,10,9,-3,3,0,4010.28,8455.33,376.5,96892,6.21,0.86,10.66,0.66,508,408.69
303,14,2,12,9,-3,3,0,4010.28,8455.33,376.5,96890,6.24,0.86,10.66,0.62,506,406.94
304,14,2,15,8,-3,2,0,4010.28,8455.33,376.39,96888,6.22,0.86,10.66,0.62,509,409.57
305,14,2,16,8,-3,2,0,4010.28,8455.33,376.22,96877,6.21,0.86,10.66,0.66,509,409.57
306,14,2,19,9,-3,2,0,4010.28,8455.33,384.51,96805,5.99,0.82,10.66,0.7,509,409.57
307,14,2,20,9,-3,2,0,4010.28,8455.33,376.65,96893,6.18,0.86,10.7,0.62,502,403.42
308,14,2,24,9,-3,2,0,4010.28,8455.33,376.13,96892,6.18,0.82,10.66,0.62,506,406.94
309,14,2,26,9,-3,2,0,4010.28,8455.33,376.48,96898,6.16,0.9,10.7,0.66,507,407.82
310,14,2,28,9,-3,2,0,4010.28,8455.33,376.13,96886,6.16,0.82,10.74,0.62,508,408.69
311,14,2,30,9,-3,3,0,4010.28,8455.33,376.5,96890,6.15,0.86,10.63,0.66,508,409.57
312,14,2,32,9,-3,2,0,4010.28,8455.33,376.5,96891,6.16,0.82,10.66,0.66,508,409.57
313,14,2,35,9,-3,2,0,4010.28,8455.33,376.39,96885,6.16,0.82,10.7,0.62,509,409.57
314,14,2,36,9,-3,3,0,4010.28,8455.33,375.96,96893,6.15,0.86,10.66,0.62,509,409.57
315,14,2,39,9,-3,2,0,4010.28,8455.33,376.57,96889,6.18,0.82,10.7,0.66,509,409.57
316,14,2,40,9,-3,3,0,4010.28,8455.33,376.57,96891,6.18,0.86,10.74,0.66,508,409.57
317,14,2,43,8,-3,3,0,4010.28,8455.33,376.65,96885,6.16,0.78,10.55,0.66,509,409.57
318,14,2,46,9,-3,2,0,4010.28,8455.33,376.74,96894,6.15,0.86,10.66,0.74,504,405.18
319,14,2,48,9,-3,2,0,4010.28,8455.33,376.91,96887,6.9,0.82,10.7,0.62,506,407.82
320,14,2,50,9,-3,2,0,4010.28,8455.33,376.39,96883,6.11,0.9,10.7,0.74,500,401.66
321,14,2,52,9,-3,2,0,4010.28,8455.33,376.39,96883,6.12,0.86,10.7,0.66,497,398.15
322,14,2,55,9,-3,2,0,4010.28,8455.33,376.13,96892,6.18,0.86,10.66,0.66,503,404.3
323,14,2,56,8,-3,3,0,4010.28,8455.33,376.39,96891,6.16,0.86,10.7,0.62,506,406.94
324,14,2,59,9,-2,2,0,4010.28,8455.33,377.17,96885,6.15,0.86,10.74,0.66,507,407.82
325,14,3,0,9,-3,2,0,4010.28,8455.33,375.96,96892,6.16,0.86,10.7,0.5,500,401.66
326,14,3,4,9,-3,3,0,4010.28,8455.33,376.91,96877,6.19,0.86,10.66,0.58,505,406.6
327,14,3,6,9,-3,2,0,4010.28,8455.33,376.83,96886,6.12,0.86,10.74,0.7,506,407.82
328,14,3,8,9,-3,2,0,4010.28,8455.33,376.91,96885,6.5,0.86,10.74,0.74,506,407.82
329,14,3,12,9,-3,2,0,4010.28,8455.33,376.83,96876,6.1,0.86,10.74,0.66,507,407.82
330,14,3,15,9,-3,3,0,4010.28,8455.33,377.34,96886,6.3,0.86,10.7,0.66,508,408.69
331,14,3,16,9,-3,3,0,4010.28,8455.33,377.17,96879,6.3,0.86,10.66,0.62,508,408.69
332,14,3,19,9,-2,2,0,4010.28,8455.33,377,96883,6.1,0.82,10.59,0.74,508,408.69
333,14,3,20,9,-3,2,0,4010.28,8455.33,376.83,96886,5.99,0.86,10.7,0.62,508,408.69
334,14,3,24,9,-3,2,0,4010.28,8455.33,376.48,96882,6.5,0.86,10.7,0.62,508,408.69
335,14,3,26,9,-3,2,0,4010.28,8455.33,377.34,96886,6.1,0.82,10.74,0.62,508,408.69
336,14,3,28,9,-3,2,0,4010.28,8455.33,377.43,96883,6.1,0.82,10.7,0.62,507,408.69
337,14,3,30,9,-3,3,0,4010.28,8455.33,377.8,96884,5.98,0.86,10.7,0.62,507,407.82
338,14,3,32,9,-3,3,0,4010.28,8455.33,376.65,96884,5.98,0.86,10.7,0.7,503,404.3
339,14,3,35,9,-3,3,0,4010.28,8455.33,375.79,96895,5.99,0.78,10.63,0.62,506,406.94
340,14,3,36,9,-3,3,0,4010.28,8455.33,377,96884,6.6,0.86,10.7,0.62,506,407.82
341,14,3,39,9,-3,2,0,4010.28,8455.33,376.74,96880,6.6,0.82,10.66,0.62,507,407.82
342,14,3,40,9,-3,3,0,4010.28,8455.33,376.65,96892,6.8,0.82,10.7,0.66,503,405.18
343,14,3,44,9,-3,2,0,4010.28,8455.33,377.8,96889,6.8,0.86,10.7,0.58,506,406.94
344,14,3,46,9,-3,2,0,4010.28,8455.33,376.5,96892,6.8,0.82,10.78,0.62,506,407.82
345,14,3,48,9,-3,2,0,4010.28,8455.33,376.13,96883,6.11,0.82,10.7,0.62,507,407.82
346,14,3,50,9,-3,2,0,4010.28,8455.33,376.74,96882,6.12,0.82,10.66,0.7,507,407.82
347,14,3,52,9,-3,2,0,4010.28,8455.33,377,96884,6.1,0.9,10.66,0.62,507,407.82
348,14,3,55,9,-3,2,0,4010.28,8455.33,377.34,96883,6.11,0.86,10.7,0.7,507,408.69
349,14,3,56,9,-3,3,0,4010.28,8455.33,376.22,96889,6.9,0.82,10.74,0.66,507,407.82
350,14,3,59,9,-3,2,0,4010.28,8455.33,376.31,96885,6.11,0.86,10.66,0.66,506,407.82
351,14,4,0,9,-3,2,0,4010.28,8455.33,377.26,96895,6.8,0.82,10.7,0.62,500,401.66
352,14,4,3,9,-3,2,0,4010.28,8455.33,376.39,96887,6.12,0.78,10.55,0.62,505,405.18
353,14,4,6,9,-3,2,0,4010.28,8455.33,376.57,96880,6.11,0.86,10.74,0.62,501,402.54
354,14,4,8,9,-3,2,0,4010.28,8455.33,377.26,96881,6.7,0.86,10.7,0.62,504,405.18
355,14,4,10,9,-2,2,0,4010.28,8455.33,376.22,96890,6.7,0.86,10.7,0.62,505,406.6
356,14,4,12,9,-3,2,0,4010.28,8455.33,376.83,96884,6.5,0.86,10.66,0.58,505,406.94
357,14,4,15,9,-3,2,0,4010.28,8455.33,377.77,96886,6.8,0.78,10.74,0.66,506,407.82
358,14,4,16,9,-3,2,0,4010.28,8455.33,376.83,96885,6.6,0.9,10.7,0.66,506,406.94
359,14,4,19,9,-3,2,0,4010.28,8455.33,375.79,96887,6.5,0.86,10.66,0.62,506,406.94
360,14,4,20,9,-3,2,0,4010.28,8455.33,376.74,96873,6.5,0.86,10.66,0.66,505,406.6
361,14,4,23,9,-3,2,0,4010.28,8455.33,376.74,96883,6.7,0.86,10.7,0.7,505,406.94
362,14,4,26,9,-3,2,0,4010.28,8455.33,376.57,96885,6.9,0.9,10.7,0.62,506,406.94
363,14,4,28,9,-3,3,0,4010.28,8455.33,376.48,96879,6.7,0.82,10.7,0.74,506,406.94
364,14,4,30,9,-3,3,0,4010.28,8455.33,377.52,96883,6.8,0.82,10.7,0.58,506,406.94
365,14,4,32,9,-3,3,0,4010.28,8455.33,376.65,96882,6.5,0.86,10.66,0.66,506,406.94
366,14,4,35,9,-3,2,0,4010.28,8455.33,377.17,96885,6.3,0.86,10.66,0.66,506,407.82
367,14,4,36,9,-3,2,0,4010.28,8455.33,376.83,96877,6.5,0.86,10.78,0.62,506,406.94
368,14,4,39,9,-3,2,0,4010.28,8455.33,377.26,96887,6.5,0.82,10.74,0.62,506,406.94
369,14,4,40,9,-3,2,0,4010.28,8455.33,377,96887,6.8,0.86,10.63,0.7,499,400.78
370,14,4,43,9,-3,3,0,4010.28,8455.33,376.91,96876,6.1,0.78,10.7,0.62,503,404.3
371,14,4,46,9,-3,2,0,4010.28,8455.33,377.8,96886,6.1,0.82,10.7,0.66,503,405.18
372,14,4,48,9,-3,2,0,4010.28,8455.33,377.34,96871,6.5,0.82,10.7,0.7,504,406.6
373,14,4,50,9,-3,2,0,4010.28,8455.33,376.91,96879,6.5,0.82,10.7,0.7,505,406.6
374,14,4,52,9,-3,2,0,4010.28,8455.33,377.17,96885,6.9,0.86,10.7,0.66,505,406.6
375,14,4,55,9,-4,2,0,4010.28,8455.33,377,96882,6.11,0.9,10.66,0.66,505,406.94
376,14,4,56,9,-3,3,0,4010.28,8455.33,377.6,96874,6.1,0.86,10.66,0.66,505,406.6
377,14,4,59,9,-3,2,0,4010.28,8455.33,376.83,96879,6.8,0.78,10.7,0.54,505,406.6
378,14,5,0,9,-3,3,0,4010.28,8455.33,376.83,96889,6.7,0.86,10.74,0.58,504,406.6
379,14,5,4,9,-3,3,0,4010.28,8455.33,377.52,96884,6.8,0.86,10.7,0.66,505,406.94
380,14,5,6,9,-2,2,0,4010.28,8455.33,376.74,96879,6.11,0.86,10.7,0.62,505,406.94
381,14,5,8,9,-3,2,0,4010.28,8455.33,376.91,96876,6.16,0.86,10.7,0.7,505,406.6
382,14,5,10,9,-3,2,0,4010.28,8455.33,376.65,96883,6.21,0.9,10.7,0.66,505,406.6
383,14,5,12,9,-3,2,0,4010.28,8455.33,376.57,96880,6.18,0.82,10.7,0.66,505,406.6
384,14,5,15,9,-3,2,0,4010.28,8455.33,376.74,96885,6.22,0.86,10.74,0.62,505,406.94
385,14,5,16,9,-3,3,0,4010.28,8455.33,376.83,96884,6.24,0.82,10.7,0.66,505,406.6
386,14,5,19,9,-3,2,0,4010.28,8455.33,377.8,96890,6.27,0.82,10.7,0.62,505,406.6
387,14,5,20,9,-3,3,0,4010.28,8455.33,377.17,96885,6.25,0.82,10.74,0.62,504,406.6
388,14,5,23,9,-3,3,0,4010.28,8455.33,377.34,96881,6.24,0.78,10.74,0.62,504,406.6
389,14,5,26,9,-3,2,0,4010.28,8455.33,376.74,96888,6.24,0.82,10.7,0.62,505,406.6
390,14,5,28,9,-3,2,0,4010.28,8455.33,376.83,96878,6.24,0.86,10.66,0.66,504,406.6
391,14,5,30,9,-3,2,0,4010.28,8455.33,376.74,96882,6.28,0.86,10.7,0.62,504,406.6
392,14,5,32,9,-3,2,0,4010.28,8455.33,377,96884,6.27,0.9,10.66,0.66,504,405.18
393,14,5,35,9,-3,2,0,4010.28,8455.33,377.34,96881,6.31,0.82,10.7,0.62,504,406.6
394,14,5,36,9,-3,2,0,4010.28,8455.33,375.53,96882,6.26,0.86,10.7,0.62,504,405.18
395,14,5,39,9,-3,2,0,4010.28,8455.33,377.8,96885,6.24,0.82,10.7,0.62,504,405.18
396,14,5,43,9,-3,2,0,4010.28,8455.33,377.43,96884,6.24,0.78,10.51,0.58,503,404.3
397,14,5,46,9,-3,2,0,4010.28,8455.33,377.26,96884,6.25,0.82,10.7,0.62,499,400.78
398,14,5,48,9,-3,2,0,4010.28,8455.33,377.52,96885,6.28,0.74,10.86,0.66,501,402.54
399,14,5,50,9,-7,-6,7,4010.28,8455.33,377.17,96873,6.27,0.86,10.23,0.62,503,404.3
400,14,5,52,9,8,-2,15,4010.28,8455.33,377.26,96883,6.24,0.94,11.2,0.7,500,401.66
401,14,5,55,9,-5,2,-1,4010.28,8455.33,377.77,96874,6.24,0.7,10.7,0.11,502,403.42
402,14,5,56,9,-3,2,0,4010.28,8455.33,376.65,96884,6.26,0.15,10.59,0.7,504,405.18
403,14,5,59,9,-3,3,0,4010.28,8455.33,377.26,96877,6.27,0.15,10.59,0.11,503,405.18
404,14,6,0,9,-3,3,0,4010.28,8455.33,376.83,96877,6.29,0.11,10.59,0.7,500,401.66
405,14,6,3,9,-3,2,0,4010.28,8455.33,377.34,96878,6.33,0.11,10.51,0,503,403.42
406,14,6,6,9,-3,2,0,4010.28,8455.33,376.74,96880,6.42,0.15,10.59,0.7,499,400.78
407,14,6,8,9,-3,2,0,4010.28,8455.33,377,96886,6.41,0.15,10.63,0.3,501,403.42
408,14,6,10,9,-3,2,0,4010.28,8455.33,377.8,96876,6.43,0.11,10.59,0.11,502,404.3
409,14,6,12,9,30,28,0,4010.28,8455.33,377.26,96879,6.43,-1.41,14.74,4.86,503,404.3
410,14,6,15,9,-3,2,0,4010.28,8455.33,377.43,96875,6.48,0.15,10.63,0.3,502,404.3
411,14,6,16,9,-3,2,0,4010.28,8455.33,377.17,96883,6.48,0.19,10.59,0.7,503,404.3
412,14,6,19,9,-3,2,0,4010.28,8455.33,376.91,96875,6.48,0.19,10.63,0.3,503,404.3
413,14,6,20,9,-3,2,0,4010.28,8455.33,376.83,96881,6.5,0.19,10.59,0.7,496,398.15
414,14,6,23,9,-3,2,0,4010.28,8455.33,376.65,96883,6.49,0.19,10.59,0.7,495,397.27
415,14,6,26,9,-3,2,0,4010.28,8455.33,377.26,96881,6.53,0.23,10.63,0.19,500,401.66
416,14,6,28,9,-3,2,0,4010.28,8455.33,377.8,96890,6.58,0.19,10.63,0.3,501,403.42
417,14,6,30,9,-3,2,0,4010.28,8455.33,376.39,96889,6.59,0.19,10.63,0.11,494,395.51
418,14,6,32,9,-3,2,0,4010.28,8455.33,377,96884,6.61,0.23,10.63,0.7,493,394.63
419,14,6,35,8,-3,3,0,4010.28,8455.33,376.83,96881,6.61,0.23,10.59,0.23,499,400.78
420,14,6,36,9,-3,2,0,4010.28,8455.33,377.8,96881,6.62,0.23,10.59,0.7,501,402.54
421,14,6,39,8,-3,3,0,4010.28,8455.33,377.17,96877,6.64,0.19,10.59,0.11,501,403.42
422,14,6,40,8,-3,3,0,4010.28,8455.33,376.91,96883,6.67,0.19,10.63,0.7,501,402.54
423,14,6,43,8,-3,2,0,4010.28,8455.33,377,96887,6.66,0.7,10.39,0.7,500,400.78
424,14,6,46,9,-3,3,0,4010.28,8455.33,376.57,96885,6.69,0.19,10.59,0.11,498,400.78
425,14,6,48,9,-3,2,0,4010.28,8455.33,376.74,96878,6.71,0.19,10.59,0.3,500,402.54
426,14,6,50,9,-3,2,0,4010.28,8455.33,376.91,96876,6.69,0.23,10.59,0.11,501,403.42
427,14,6,52,9,-3,2,0,4010.28,8455.33,377.77,96877,6.73,0.15,10.59,0.3,494,395.51
428,14,6,55,9,-14,1,0,4010.28,8455.33,377.43,96880,6.8,0.54,10.43,0.94,498,399.91
429,14,6,56,9,-2,2,0,4010.28,8455.33,377.6,96871,6.87,0.3,10.7,0,500,402.54
430,14,6,59,9,-4,2,0,4010.28,8455.33,377.86,96868,6.87,0,10.63,0.15,502,403.42
431,14,7,0,9,-3,2,0,4010.28,8455.33,377.8,96875,6.88,0.15,10.63,0.3,502,403.42
432,14,7,3,9,-2,3,0,4010.28,8455.33,377.77,96872,6.9,0.15,10.47,0,496,398.15
433,14,7,6,9,-3,2,0,4010.28,8455.33,377.43,96871,6.9,0.35,10.59,0.19,500,401.66
434,14,7,8,9,-4,2,-1,4010.28,8455.33,377.69,96870,6.93,0.3,10.74,0.27,500,401.66
435,14,7,10,9,-5,2,2,4010.28,8455.33,377.69,96873,6.96,0.27,10.55,0.11,501,403.42
436,14,7,12,9,-2,2,0,4010.28,8455.33,377.6,96868,7,0.23,10.78,0.11,501,403.42
437,14,7,14,9,-3,3,0,4010.28,8455.33,377.43,96872,7,0.7,10.59,0.19,502,403.42
438,14,7,16,9,-10,9,-52,4010.28,8455.33,377.77,96868,7,0.31,12.51,0.82,498,400.78
439,14,7,19,9,-5,2,-1,4010.28,8455.33,377.6,96877,7.1,0.19,10.63,0.86,500,401.66
440,14,7,20,9,-2,2,1,4010.28,8455.33,377.26,96874,7.6,0.11,10.63,0.31,499,400.78
441,14,7,23,9,-3,3,0,4010.28,8455.33,378.21,96871,7.6,0.19,10.74,0.74,500,401.66
442,14,7,26,9,-3,3,0,4010.28,8455.33,377.77,96863,7.7,0.35,10.7,0.62,501,403.42
443,14,7,28,9,-3,3,1,4010.28,8455.33,378.12,96870,7.9,0.35,10.63,0.47,501,403.42
444,14,7,30,9,-8,3,-4,4010.28,8455.33,377.6,96869,7.11,0.62,10.7,0.31,501,403.42
445,14,7,32,9,-3,2,2,4010.28,8455.33,377.95,96867,7.13,0.31,10.63,0.5,501,403.42
446,14,7,35,9,0,2,6,4010.28,8455.33,377.69,96867,7.13,1.5,9.29,-2.3,501,403.42
447,14,7,36,9,-122,10,-57,4010.28,8455.33,378.55,96859,7.16,2.39,19.29,0.78,501,403.42
448,14,7,39,9,56,229,22,4010.28,8455.33,378.98,96862,7.19,0.11,9.1,0.66,497,399.91
449,14,7,40,9,19,-38,8,4010.28,8455.33,379.76,96849,7.19,1.52,9.37,0.86,501,403.42
450,14,7,43,9,2,5,-1,4010.28,8455.33,378.12,96868,7.25,0.39,12,0.86,493,395.51
451,14,7,46,9,-3,2,0,4010.28,8455.33,378.73,96865,7.33,0.54,10.47,0.66,498,400.78
452,14,7,48,9,-3,2,0,4010.28,8455.33,378.12,96866,7.38,0.54,10.55,0.66,499,401.66
453,14,7,50,9,-2,2,0,4010.28,8455.33,377.77,96870,7.44,0.54,10.43,0.54,500,402.54
454,14,7,52,9,-2,2,1,4010.28,8455.33,377.95,96873,7.48,0.74,10.8,0.66,500,402.54
455,14,7,54,9,-3,2,0,4010.28,8455.33,377.69,96872,7.51,1.9,10.63,0.7,500,401.66
456,14,7,56,9,-3,2,0,4010.28,8455.33,377.69,96868,7.55,1.9,10.59,0.7,500,402.54
457,14,7,59,9,-3,2,0,4010.28,8455.33,378.29,96875,7.6,1.9,10.59,0.7,501,402.54
458,14,8,0,9,-3,2,0,4010.28,8455.33,377.77,96864,7.63,1.9,10.59,0.7,501,402.54
459,14,8,3,8,-18,5,2,4010.28,8455.33,378.12,96867,7.69,1.76,8.74,-3.56,493,394.63
460,14,8,6,9,-2,2,0,4010.28,8455.33,377.6,96871,7.73,0.9,10.7,0.15,497,399.91
461,14,8,8,9,-3,2,0,4010.28,8455.33,377.95,96867,7.79,1.9,10.59,0.7,499,400.78
462,14,8,10,9,-3,2,0,4010.28,8455.33,378.21,96874,7.83,1.9,10.63,0.3,500,401.66
463,14,8,12,9,-3,2,0,4010.28,8455.33,377.69,96872,7.86,1.5,10.63,0.11,498,399.91
464,14,8,14,9,-3,2,0,4010.28,8455.33,377.6,96872,7.91,0.98,10.43,0.31,500,401.66
465,14,8,16,9,-3,3,0,4010.28,8455.33,378.12,96867,7.95,1.13,10.59,0.7,497,399.3
466,14,8,19,9,-3,3,0,4010.28,8455.33,377.69,96862,7.99,1.5,10.63,0.7,499,400.78
467,14,8,20,9,-3,2,0,4010.28,8455.33,378.73,96867,8.3,1.9,10.59,0.7,499,401.66
468,14,8,23,9,-3,3,0,4010.28,8455.33,378.73,96866,8.6,1.9,10.63,0.7,499,401.66
469,14,8,26,9,-3,2,0,4010.28,8455.33,378.73,96870,8.12,1.13,10.59,0.11,500,402.54
470,14,8,28,9,-3,2,0,4010.28,8455.33,378.12,96868,8.14,1.9,10.63,0.15,500,401.66
471,14,8,30,9,-3,2,0,4010.28,8455.33,377.95,96865,8.16,1.9,10.63,0.7,500,401.66
472,14,8,32,9,-3,2,0,4010.28,8455.33,377.86,96869,8.22,1.9,10.63,0.7,498,399.91
473,14,8,35,9,-3,2,0,4010.28,8455.33,377.95,96865,8.28,1.9,10.66,0.7,499,401.66
474,14,8,36,9,-3,2,0,4010.28,8455.33,378.3,96873,8.28,1.9,10.59,0.11,500,401.66
475,14,8,39,9,-3,2,0,4010.28,8455.33,378.47,96872,8.34,1.13,10.59,0.11,499,401.66
476,14,8,40,9,-3,3,0,4010.28,8455.33,378.55,96868,8.36,1.9,10.59,0.3,499,401.66
477,14,8,43,9,-3,2,0,4010.28,8455.33,377.34,96878,8.38,1.9,10.63,0.7,496,399.3
478,14,8,46,9,-3,3,0,4010.28,8455.33,377.95,96871,8.44,1.9,10.63,0.23,499,400.78
479,14,8,48,9,-3,2,0,4010.28,8455.33,378.21,96863,8.44,1.9,10.63,0.7,499,401.66
480,14,8,50,9,-3,2,0,4010.28,8455.33,377.77,96868,8.48,1.5,10.66,0.7,499,401.66
481,14,8,52,8,-3,2,0,4010.28,8455.33,379.16,96864,8.51,1.13,10.59,0.3,496,398.15
482,14,8,54,8,-3,2,0,4010.28,8455.33,378.55,96863,8.53,1.9,10.59,0.11,498,399.91
483,14,8,56,8,-3,2,0,4010.28,8455.33,378.47,96856,8.58,1.17,10.59,0.7,499,400.78
484,14,8,59,8,-3,2,0,4010.28,8455.33,378.81,96865,8.6,1.9,10.66,0.11,499,400.78
485,14,9,0,8,-3,2,0,4010.28,8455.33,378.55,96867,8.63,1.9,10.63,0.3,493,395.51
486,14,9,3,8,-3,2,0,4010.28,8455.33,378.55,96862,8.64,1.5,10.59,0.7,493,395.51
487,14,9,6,8,-3,2,0,4010.28,8455.33,378.47,96864,8.68,1.5,10.66,0.3,497,399.91
488,14,9,8,8,-3,2,0,4010.28,8455.33,378.73,96857,8.71,1.13,10.63,0.15,498,399.91
489,14,9,10,8,-3,3,0,4010.28,8455.33,378.73,96863,8.75,1.9,10.63,0.11,498,400.78
490,14,9,12,8,-3,2,0,4010.28,8455.33,378.38,96862,8.76,1.9,10.59,0.11,495,397.27
491,14,9,15,8,-3,2,0,4010.28,8455.33,378.64,96870,8.78,1.13,10.59,0.19,497,399.91
492,14,9,16,8,-3,2,0,4010.28,8455.33,378.38,96861,8.8,1.5,10.63,0.11,498,399.91
493,14,9,19,8,-3,2,0,4010.28,8455.33,378.21,96871,8.83,1.9,10.66,0.7,498,399.91
494,14,9,23,8,-3,2,0,4010.28,8455.33,378.81,96856,8.88,1.5,10.59,0.11,497,399.91
495,14,9,26,8,-3,2,0,4010.28,8455.33,378.81,96859,8.91,1.5,10.66,0.7,498,400.78
496,14,9,28,8,-3,2,0,4010.28,8455.33,378.73,96860,8.96,1.13,10.63,0.11,498,400.78
497,14,9,30,8,-3,2,0,4010.28,8455.33,378.12,96865,8.96,1.9,10.63,0.11,498,400.78
498,14,9,32,8,-3,2,0,4010.28,8455.33,378.98,96867,8.98,1.9,10.63,0.11,498,400.78
